AGE,SCHOOL,GAIN,HOURS,RICH
42,9,0,40,0
62,11,0,45,1
67,9,1086,35,0
31,10,5178,40,1
50,13,0,20,1
33,13,0,40,0
27,10,0,40,0
31,11,4386,40,1
35,10,0,40,0
55,10,0,6,1
54,13,0,35,1
56,13,0,48,1
21,11,0,40,0
66,4,0,20,0
46,9,0,50,0
23,13,0,38,0
43,14,0,45,0
40,9,0,55,0
52,3,0,40,0
59,13,0,50,1
36,11,0,40,0
33,9,0,40,0
20,9,0,40,0
21,9,0,35,0
59,6,0,40,0
42,14,0,50,1
62,9,0,43,0
54,9,0,40,0
35,4,0,30,0
36,12,0,40,0
21,9,0,45,0
30,9,0,14,0
46,10,0,40,1
32,3,0,40,1
21,10,0,64,0
39,9,0,40,0
54,9,0,43,0
32,10,3464,40,0
23,9,0,40,0
42,2,0,40,0
62,6,0,30,0
28,10,0,35,0
28,9,0,40,0
35,12,0,40,0
19,10,0,40,0
27,9,0,35,0
54,2,0,50,0
19,9,0,35,0
27,10,0,30,0
30,9,0,50,0
35,12,0,35,0
66,5,0,40,0
19,10,0,20,0
30,9,0,40,1
32,13,0,40,0
31,10,0,40,0
26,11,0,65,0
44,10,0,25,0
52,13,0,50,1
30,10,0,40,0
32,9,0,60,0
19,9,0,40,0
33,9,0,30,0
20,10,0,40,0
61,4,0,40,0
33,10,0,35,0
24,10,0,35,0
31,13,0,60,0
20,9,0,20,0
32,11,0,50,0
29,12,0,40,0
61,6,0,24,0
48,9,0,50,0
29,12,0,40,0
61,8,0,52,0
34,10,0,48,0
22,12,0,15,0
32,9,0,40,0
38,9,0,40,0
27,10,0,40,0
26,9,0,40,0
35,9,8614,40,1
62,9,0,40,0
28,9,0,40,0
50,9,0,40,0
34,13,99999,50,1
37,9,0,40,0
63,2,0,44,0
35,5,0,40,0
55,13,0,40,1
40,9,0,40,1
25,9,0,50,0
51,10,0,40,0
37,13,7298,40,1
54,13,7298,55,1
47,10,0,40,1
26,13,0,40,0
46,11,0,40,0
24,8,0,40,0
19,4,0,80,0
35,9,0,40,1
36,13,0,35,0
18,8,0,20,0
46,14,0,40,1
30,9,0,32,0
29,9,0,40,0
65,9,0,20,0
41,14,0,40,1
34,13,0,40,0
58,4,0,40,0
39,9,0,40,0
21,10,0,40,0
31,9,0,50,1
33,16,0,50,1
28,13,0,60,0
32,9,2977,35,0
32,13,0,55,1
31,9,0,40,0
41,15,15024,40,1
48,13,0,45,1
27,9,0,40,0
45,9,0,40,0
34,9,0,50,0
17,6,0,10,0
25,9,0,23,0
34,13,0,62,1
33,9,0,40,0
21,10,0,20,0
22,9,0,50,0
61,10,0,42,0
40,9,0,30,1
58,10,0,12,0
30,10,0,58,0
24,9,0,60,0
52,8,0,50,1
50,9,0,40,0
49,10,0,30,0
22,9,0,40,0
32,13,0,35,1
21,10,0,40,0
25,10,0,50,0
34,9,0,45,0
48,6,0,45,1
61,9,0,99,0
21,10,0,40,0
20,4,0,52,0
30,10,0,40,1
44,9,0,40,1
44,9,0,60,0
29,9,0,60,0
31,15,0,35,0
35,9,0,40,0
27,9,0,40,0
26,13,0,45,0
37,5,0,70,1
33,13,0,40,0
44,4,0,55,0
34,13,0,40,1
28,12,0,5,0
30,10,0,45,0
41,13,0,35,0
23,13,0,40,0
19,9,0,70,0
48,2,3781,50,0
26,10,0,20,0
32,13,0,40,1
26,9,0,48,0
36,14,7298,55,1
49,9,0,40,0
33,9,0,40,0
54,14,0,40,1
36,9,0,55,0
41,9,0,48,0
27,13,0,35,0
68,13,0,35,1
21,10,0,75,0
56,9,0,40,0
40,11,0,60,0
46,9,0,40,0
55,5,0,45,0
43,5,0,40,0
46,9,0,40,0
51,10,0,60,0
19,10,0,15,0
67,16,7896,50,1
31,9,0,40,0
27,13,0,50,1
21,10,0,40,0
36,9,0,50,0
23,9,0,16,0
62,14,0,40,1
31,13,0,50,1
52,13,0,40,1
39,9,0,40,0
24,13,0,30,0
55,9,13550,40,1
38,9,0,40,0
36,9,0,40,0
17,7,0,15,0
27,9,0,40,0
30,10,0,40,0
43,9,0,40,0
51,7,0,30,0
47,13,25236,35,1
49,16,0,50,1
34,9,0,48,1
19,9,0,60,0
79,16,0,6,1
28,10,0,40,0
41,10,0,50,0
21,10,0,50,0
31,13,0,40,0
45,9,0,45,0
23,9,0,50,0
32,10,0,50,0
67,7,0,40,0
32,14,0,55,1
35,9,0,50,0
29,10,0,40,0
38,9,0,40,0
38,10,0,60,0
18,9,0,30,0
47,9,5013,24,0
22,9,0,40,0
21,10,0,48,0
27,13,0,50,0
28,10,0,30,0
32,15,4508,40,0
40,15,15024,55,1
23,13,0,40,0
25,10,0,40,0
44,10,0,60,0
43,9,0,25,1
31,13,0,55,1
33,10,0,40,0
41,9,0,40,1
29,14,0,30,0
32,12,0,40,0
78,4,1797,15,0
64,9,0,40,1
58,13,0,50,1
55,8,0,30,0
20,9,0,40,0
35,10,0,40,0
27,9,0,40,0
37,9,99999,50,1
42,11,0,40,0
47,8,0,35,0
29,9,0,40,0
33,2,0,24,0
44,10,0,40,0
70,3,2346,40,0
25,9,0,78,0
24,13,0,10,0
42,13,2977,40,0
53,13,0,50,1
39,13,0,60,0
72,9,0,40,0
43,5,0,44,0
25,10,0,40,0
37,12,0,45,1
27,9,0,40,0
39,16,0,50,1
64,9,2635,24,0
29,9,0,50,1
50,13,0,50,1
33,3,0,40,0
18,9,0,20,0
20,7,0,32,0
32,10,0,50,0
45,10,0,40,0
48,9,0,40,0
20,10,0,40,0
23,9,0,40,0
34,13,0,48,1
43,13,8614,40,1
44,13,0,40,1
47,10,0,40,1
47,9,0,40,0
46,2,0,20,0
19,9,0,40,0
51,9,0,40,0
41,9,0,40,0
37,7,0,40,0
31,9,0,40,0
25,9,0,40,0
46,10,0,40,1
53,9,5178,45,1
47,16,0,40,0
28,9,0,50,1
60,10,3137,46,0
43,9,0,40,0
45,9,7688,50,1
28,6,0,40,0
19,7,0,30,0
51,15,99999,70,1
19,9,0,35,0
64,16,0,60,1
44,16,0,60,1
21,9,0,48,0
33,9,0,40,0
63,13,0,40,1
44,9,0,40,0
44,14,15024,35,1
28,9,0,70,0
24,13,0,40,0
20,10,0,20,0
21,10,0,24,0
20,9,0,40,0
21,9,0,40,0
34,10,0,52,0
17,7,0,15,0
35,7,0,40,0
26,9,0,40,0
35,9,0,70,0
25,9,0,40,0
27,10,0,40,0
52,11,0,40,1
43,13,0,50,0
36,14,7688,50,1
37,9,0,40,0
58,9,0,40,0
25,12,0,45,0
54,14,0,40,0
42,10,0,60,0
65,13,99999,65,1
44,9,0,45,0
61,3,0,40,0
29,9,0,40,0
34,10,0,40,1
24,10,0,40,0
40,12,0,42,1
42,15,0,60,1
50,9,0,40,0
18,9,0,20,0
49,9,0,40,0
38,9,0,40,0
41,9,0,45,0
70,10,0,5,0
51,10,0,40,1
24,13,0,40,0
57,9,0,48,1
22,10,0,20,0
31,10,0,40,1
28,10,0,40,0
45,9,0,50,0
39,9,0,40,1
26,10,0,40,0
38,9,0,40,0
38,14,99999,60,1
19,9,0,20,0
36,9,0,40,1
30,9,0,44,0
28,14,0,40,1
53,5,0,40,0
32,13,0,38,0
57,15,15024,60,1
47,14,0,40,0
36,10,0,56,0
21,7,0,38,0
25,13,0,40,1
37,9,0,40,0
31,9,0,30,0
43,9,0,50,0
61,9,0,25,0
56,10,0,35,0
35,13,0,40,0
59,4,0,38,0
44,10,0,55,1
47,14,0,40,0
44,13,0,55,1
64,10,0,40,0
26,9,0,45,0
53,13,0,40,1
50,13,0,40,0
30,9,0,20,0
46,9,0,44,0
45,9,0,50,1
44,9,0,40,0
59,10,0,48,1
65,16,99999,40,1
23,9,0,40,0
33,10,0,38,0
34,9,0,35,0
38,11,0,40,0
62,13,0,35,1
21,10,0,40,0
41,9,0,8,0
35,9,0,40,0
62,10,0,45,0
53,9,0,40,1
69,10,0,16,0
19,10,0,16,0
47,13,0,40,1
52,10,0,90,1
54,9,0,40,0
58,9,0,10,0
30,9,0,73,1
39,9,0,25,0
73,13,1173,75,0
64,13,0,40,0
32,9,0,40,0
51,9,0,40,1
57,13,0,40,0
25,9,0,40,0
53,9,0,40,0
39,10,0,25,0
49,9,0,16,0
23,13,0,40,0
28,13,0,55,1
46,14,0,50,1
40,10,0,40,0
24,9,0,50,0
20,9,0,40,0
50,6,0,8,0
24,13,0,40,0
35,9,0,40,0
33,13,0,46,0
54,13,0,40,0
35,9,0,45,0
31,9,0,40,1
47,10,0,40,0
48,9,0,20,0
33,11,0,55,0
35,13,0,40,1
20,10,0,10,0
36,1,0,40,0
30,13,0,55,0
39,10,0,55,1
25,10,0,40,0
40,9,0,35,0
25,9,0,40,0
33,9,0,40,0
53,10,0,40,0
18,7,0,10,0
41,9,0,40,0
25,13,0,50,0
66,4,0,50,0
53,10,1471,40,0
27,9,0,40,0
28,9,0,40,0
23,9,0,40,0
29,6,0,80,0
26,10,0,40,0
26,9,0,42,0
26,5,0,35,0
38,9,0,40,0
36,3,0,40,0
34,10,15024,45,1
32,9,0,40,0
57,9,0,50,1
31,10,0,40,0
38,13,0,38,0
39,9,0,40,0
35,9,0,40,0
18,7,0,20,0
75,10,0,8,0
28,9,0,40,0
41,14,0,55,0
39,5,0,40,1
31,10,0,40,0
38,9,0,38,0
43,10,0,38,0
27,9,0,40,0
42,14,0,55,1
46,13,0,36,0
20,9,0,40,0
42,10,0,20,0
69,9,0,40,0
47,11,0,35,0
49,9,0,40,0
20,10,0,30,0
52,3,0,15,0
33,3,0,59,0
18,7,0,6,0
55,9,0,55,0
61,4,0,40,0
61,10,9386,40,1
39,13,0,45,1
30,10,0,40,0
61,9,0,40,0
36,12,0,15,0
34,10,0,50,0
53,14,4386,40,1
38,11,0,36,1
46,13,7298,50,1
27,9,0,40,0
32,7,0,40,0
60,13,0,60,1
23,13,0,40,0
29,13,14344,50,1
22,9,0,50,0
25,9,0,35,0
29,13,0,48,0
90,9,0,30,0
37,9,0,40,0
32,9,0,38,0
18,9,0,40,0
35,10,0,65,0
50,5,2885,40,0
54,9,5178,40,1
43,13,0,45,1
28,9,0,65,1
51,5,0,40,0
31,10,0,42,0
69,9,2387,40,0
57,13,0,40,1
71,10,0,14,0
28,6,0,40,0
28,6,0,80,0
25,9,0,95,0
49,12,0,30,0
52,5,0,40,0
23,13,0,40,0
32,3,0,40,0
31,10,0,50,0
30,9,0,50,0
24,9,0,60,0
45,12,0,66,0
30,9,0,40,0
52,13,15024,55,1
42,9,0,25,0
49,9,0,40,0
20,9,0,30,0
25,13,0,40,0
41,5,0,55,0
55,9,0,40,0
31,11,3137,50,0
25,13,0,40,0
32,9,0,40,0
29,10,0,40,0
37,9,0,40,0
52,4,0,40,0
19,10,0,15,0
21,10,0,24,0
43,12,0,40,0
39,10,0,40,0
40,10,0,40,1
54,2,0,40,0
35,13,0,40,0
34,11,0,40,0
35,10,0,40,1
57,16,0,40,1
26,13,0,40,0
55,13,0,15,0
51,13,0,40,0
35,12,0,30,0
31,9,0,40,0
17,7,0,8,0
38,9,0,40,0
39,15,0,50,1
29,9,0,45,0
39,11,0,40,0
42,10,0,40,1
46,14,0,50,1
73,4,0,25,0
47,10,0,40,0
28,9,0,70,0
27,6,0,40,0
38,15,0,40,1
19,9,0,35,0
60,11,0,40,1
24,10,0,40,0
52,7,0,40,0
36,13,0,45,0
26,14,0,40,0
28,13,0,16,0
38,13,0,50,1
47,14,0,50,1
50,13,0,40,1
27,9,0,40,0
47,10,0,40,0
36,6,3464,40,0
49,9,0,40,0
68,10,0,48,1
63,9,0,40,0
36,9,0,70,1
42,10,0,35,0
28,14,0,45,0
68,9,0,8,0
38,9,0,22,0
43,13,0,40,1
49,10,0,40,1
59,9,0,40,0
25,13,0,40,1
26,12,0,36,0
59,10,0,48,0
34,10,0,45,0
34,14,0,43,1
67,9,0,24,0
45,11,0,44,0
64,4,0,40,0
51,14,0,38,1
31,13,0,55,1
42,13,0,45,1
65,3,0,40,0
23,10,0,20,0
31,10,0,45,0
33,6,0,40,0
17,7,0,35,0
63,14,0,46,0
48,9,0,60,1
45,12,0,40,0
17,6,0,10,0
26,9,0,40,0
38,10,0,40,0
29,9,0,40,0
44,10,0,32,0
43,14,0,40,0
39,13,0,40,0
43,9,0,40,0
23,9,0,45,0
19,9,0,40,0
49,5,0,40,0
52,10,5013,40,0
32,9,0,50,0
38,13,4508,40,0
25,3,0,25,0
44,10,0,40,0
63,4,0,40,0
42,9,0,60,0
21,10,0,40,0
32,10,0,40,0
24,9,0,50,0
50,9,0,40,0
26,13,0,80,1
35,9,0,35,0
31,13,0,44,1
24,2,0,66,0
40,9,0,56,0
31,13,0,55,0
43,9,0,40,0
44,9,0,35,1
40,13,0,40,0
75,3,0,25,0
52,10,3137,42,0
51,3,0,40,0
39,13,0,40,0
40,12,7688,50,1
40,10,0,35,0
33,9,0,40,0
38,10,0,60,1
29,11,0,50,0
37,10,0,37,0
37,9,15024,45,1
19,9,0,40,0
46,9,0,40,0
46,12,0,40,1
37,10,0,30,0
34,10,0,40,0
38,10,0,43,0
26,9,0,40,0
34,13,0,35,0
57,13,0,40,0
33,7,0,65,0
26,10,0,40,0
20,9,0,84,0
38,13,7298,60,1
61,10,0,6,0
36,16,0,45,1
61,9,3103,40,1
17,10,0,16,0
40,10,0,40,1
18,7,0,16,0
21,12,0,32,0
41,9,0,40,0
46,7,0,40,0
55,9,0,40,0
27,12,0,52,0
39,9,0,42,0
36,9,0,48,0
51,10,3908,40,0
27,13,0,40,0
30,13,0,40,1
42,9,0,47,0
23,13,0,20,0
56,11,15024,40,1
41,10,0,50,0
49,9,0,46,0
46,11,0,60,0
54,9,0,40,0
38,10,7298,43,1
45,15,0,50,1
50,15,0,30,1
22,10,0,40,0
31,9,0,40,0
27,9,0,30,0
34,9,0,40,0
46,7,0,30,0
47,13,0,60,1
36,11,0,40,0
22,9,0,40,0
51,9,0,45,0
43,10,0,30,0
54,10,0,50,0
24,5,0,40,0
29,15,0,55,0
40,10,0,38,0
18,7,0,20,0
31,13,0,50,0
57,16,0,40,1
32,14,0,40,0
48,14,0,40,1
24,10,0,35,0
24,12,0,22,0
24,11,0,40,0
49,13,7688,30,1
27,9,0,70,0
37,10,0,40,0
33,10,0,60,1
19,10,0,25,0
45,13,0,40,1
54,14,0,40,0
47,9,0,40,0
22,10,0,22,0
20,9,0,40,0
36,5,0,40,0
49,9,0,40,0
58,4,0,40,1
20,10,0,40,0
34,13,0,40,0
36,14,0,44,1
28,13,4101,60,0
38,11,0,40,0
32,7,0,40,0
35,9,0,60,0
51,12,0,60,0
33,10,0,45,0
71,14,0,15,0
48,14,0,40,1
53,9,0,50,0
40,11,0,40,1
64,9,0,5,0
42,9,0,48,1
25,9,0,40,1
66,10,0,50,1
59,14,0,40,1
42,10,0,55,1
24,9,0,40,0
19,9,0,25,0
26,10,0,24,0
22,9,0,30,0
33,10,0,40,0
63,7,0,12,0
20,10,0,30,0
33,3,0,40,0
57,4,1173,45,0
56,9,0,40,0
70,11,0,24,1
42,9,0,40,1
25,13,0,40,0
28,10,0,40,1
80,9,1409,40,0
36,6,0,40,0
37,14,0,40,1
38,9,0,60,1
52,9,0,35,0
49,9,0,40,0
30,9,0,40,0
36,10,7688,50,1
70,15,0,35,1
55,10,0,62,1
25,13,0,40,0
59,9,0,40,1
22,10,0,40,0
41,12,0,50,0
62,9,0,45,1
54,9,0,40,0
38,9,0,40,0
52,9,7688,40,1
36,7,0,40,0
74,9,0,30,1
35,3,0,15,0
41,8,0,40,0
30,11,0,40,0
25,9,0,48,0
35,10,13550,60,1
38,13,15024,50,1
34,14,0,40,1
48,14,0,50,1
50,3,0,15,0
19,9,0,40,0
51,10,0,40,0
39,13,0,40,0
20,7,0,40,0
17,7,0,16,0
42,10,0,50,1
25,10,0,25,0
36,9,0,40,0
65,16,0,40,0
32,13,0,70,1
33,13,0,45,0
32,10,0,20,0
25,9,0,40,0
41,10,0,40,0
44,9,0,40,1
72,6,2414,12,0
36,9,0,52,0
67,9,1797,20,0
28,9,4064,45,0
24,7,0,40,0
17,4,0,8,0
32,13,0,30,0
67,7,0,40,0
21,10,0,10,0
51,14,5013,40,0
32,2,3674,40,0
39,10,0,40,1
18,10,0,35,0
50,13,0,45,1
24,6,0,15,0
21,10,0,40,0
24,13,0,16,0
34,11,0,40,0
68,6,0,35,0
49,6,0,32,0
50,9,0,40,0
33,12,0,40,0
18,10,0,40,0
45,11,0,55,1
20,9,0,35,0
46,13,3103,37,1
64,9,0,40,0
39,16,0,45,0
35,9,0,70,0
21,10,0,32,0
29,12,0,45,0
38,13,0,30,1
45,9,0,40,0
30,14,0,50,1
41,10,0,40,1
37,9,0,40,0
45,13,0,60,1
20,9,0,30,0
45,9,0,48,1
20,9,0,20,0
63,10,14084,60,1
35,10,0,40,0
24,13,0,50,0
19,10,0,50,0
23,9,0,35,0
34,13,0,45,0
23,7,0,40,0
36,3,0,50,1
46,9,0,5,0
38,13,0,42,1
55,8,0,40,0
27,10,0,40,0
48,10,0,45,1
35,9,0,50,0
53,10,7688,40,1
47,9,0,40,0
50,10,4650,22,0
32,10,0,40,0
40,9,0,46,0
41,10,0,50,1
47,13,0,40,0
21,10,0,25,0
45,14,0,35,0
33,4,0,14,0
68,10,0,25,0
44,15,0,55,1
49,6,0,50,0
45,16,0,40,1
41,10,0,65,1
29,4,0,40,0
46,10,0,60,0
19,9,0,25,0
56,6,0,40,0
55,9,0,60,0
29,9,0,50,0
21,9,0,25,0
38,9,0,40,0
52,3,0,50,0
22,9,0,40,0
20,9,0,60,0
31,9,0,50,0
39,9,0,40,0
55,10,0,40,0
35,12,0,40,0
67,9,0,5,0
45,13,7298,55,1
61,14,0,60,1
18,9,0,30,0
51,13,0,40,0
37,9,0,40,0
21,10,0,25,0
32,10,0,38,0
48,9,0,45,0
62,4,0,53,0
21,10,0,40,0
28,9,0,45,0
19,6,0,45,0
20,10,0,15,0
41,13,0,40,0
29,13,0,40,0
47,13,15024,50,1
43,13,0,37,1
20,10,0,20,0
29,13,0,55,1
51,13,0,40,0
40,11,0,40,1
26,3,0,40,0
30,13,0,40,0
36,9,0,40,0
68,9,0,20,0
42,10,0,40,1
41,9,0,40,0
43,13,0,45,1
20,10,0,20,0
43,13,0,40,0
53,9,15024,60,1
45,10,0,40,1
39,9,0,40,0
31,14,0,45,0
23,10,0,25,0
69,9,2964,35,0
38,14,0,40,0
37,9,0,45,1
18,9,0,40,0
41,9,0,45,0
30,13,3103,55,1
23,12,0,20,0
26,13,0,30,0
37,9,0,40,0
25,10,2174,50,0
33,10,0,40,1
37,13,15024,40,1
31,13,0,40,0
27,10,0,80,0
35,14,0,40,1
28,10,0,30,1
59,9,0,50,0
42,13,0,40,0
50,9,0,40,1
27,12,0,45,0
32,10,0,40,0
27,9,0,40,0
43,13,0,40,0
46,7,0,40,1
41,10,0,50,1
59,14,8614,60,1
20,10,0,30,0
57,13,0,40,1
46,9,4386,70,0
45,4,0,40,0
29,9,0,45,0
23,7,0,40,0
46,9,0,48,0
55,9,0,50,1
58,10,0,40,1
38,11,0,40,0
29,10,0,50,0
57,9,0,20,0
26,13,0,40,0
42,13,0,40,1
61,9,0,45,1
31,10,15024,45,1
43,9,0,40,0
47,13,15024,50,1
51,9,0,56,1
23,9,0,40,0
24,9,0,40,0
25,10,0,38,0
22,10,0,40,0
38,11,0,50,0
48,9,0,16,1
33,9,0,30,0
46,14,0,55,1
18,4,0,40,0
52,9,0,40,0
46,13,0,45,1
28,9,0,40,0
37,10,0,30,0
23,10,0,15,0
45,14,0,50,1
17,6,0,16,0
56,14,0,40,1
38,12,0,45,0
81,4,0,10,0
22,10,0,30,0
43,10,0,40,0
31,12,0,40,0
42,13,0,40,1
66,10,0,50,0
50,9,0,40,1
31,10,0,40,0
35,10,0,40,0
21,10,0,35,0
36,13,0,35,0
33,4,0,40,0
36,13,0,40,0
37,9,0,55,0
50,9,0,25,0
55,10,0,40,1
29,9,0,40,0
24,10,0,30,0
39,10,0,40,1
34,13,0,40,0
29,4,0,55,0
60,10,0,32,1
33,14,0,50,1
58,5,0,40,0
27,10,0,40,0
46,10,0,40,0
63,9,0,40,0
38,10,0,40,0
23,10,0,15,0
29,13,8614,40,1
31,15,0,60,1
49,9,0,40,1
45,16,0,60,1
42,5,0,40,0
48,9,0,40,0
33,9,0,40,0
24,10,0,40,0
49,10,0,50,0
40,10,2580,40,0
57,11,0,45,0
50,9,0,40,0
46,13,15024,55,1
35,10,3908,60,0
19,10,0,20,0
18,6,0,28,0
20,9,0,40,0
42,9,0,40,0
46,9,0,40,1
40,9,0,20,1
54,14,0,45,1
28,9,0,45,0
38,10,0,40,1
28,10,0,40,0
22,7,0,40,0
31,13,0,50,1
27,9,0,40,0
45,13,0,42,1
38,13,0,40,1
67,12,20051,4,1
75,14,0,16,0
41,14,0,60,1
37,13,0,60,1
47,9,0,50,0
34,13,0,45,1
25,9,0,40,0
52,9,0,40,0
27,9,2174,40,0
35,9,0,40,0
44,8,0,35,0
27,9,0,80,1
42,10,0,33,0
26,5,0,38,0
23,9,0,40,0
28,9,0,40,0
38,9,0,50,0
28,10,0,50,0
29,9,0,40,0
56,5,3411,50,0
23,13,0,35,0
30,10,0,40,0
48,10,0,40,0
45,10,0,72,0
38,14,0,60,1
24,9,0,40,0
47,16,0,40,1
22,9,0,48,0
29,10,0,40,0
45,12,0,40,0
24,9,0,40,0
40,9,0,40,0
28,5,0,40,1
46,13,0,50,1
34,10,0,4,0
32,10,0,40,0
20,9,0,40,0
23,10,0,35,0
46,9,0,40,0
21,9,0,35,0
59,14,0,40,1
31,10,0,50,0
48,10,0,40,0
34,4,0,40,0
19,10,0,25,0
20,10,0,35,0
29,13,0,50,0
54,10,0,40,1
36,9,0,52,0
43,13,0,50,1
46,13,3103,40,1
33,14,0,45,1
33,6,0,45,0
36,10,0,40,0
37,9,5178,40,1
37,11,0,54,1
64,8,0,24,0
45,9,0,60,0
25,13,0,40,0
28,11,0,40,0
26,9,2354,40,0
23,9,0,40,0
24,9,0,40,0
58,10,0,40,0
36,11,0,40,0
46,10,0,50,0
23,4,0,40,0
32,10,4386,50,0
26,9,0,40,0
52,3,0,40,0
19,9,0,45,0
33,13,0,60,1
60,9,0,40,0
39,10,0,38,0
45,13,0,45,0
37,10,0,40,0
29,12,0,40,0
53,10,0,66,0
46,10,0,40,0
20,10,0,40,0
39,14,0,40,0
48,10,7298,40,1
38,9,4386,48,0
36,9,0,45,0
53,4,0,56,0
29,9,0,35,0
64,4,2580,50,0
34,10,0,50,1
36,9,0,40,0
41,13,0,40,0
34,9,0,38,0
68,5,0,2,0
37,13,0,50,1
22,10,0,40,0
43,8,0,40,0
19,10,0,30,0
36,10,0,40,0
47,9,0,55,1
25,11,0,40,0
33,10,0,40,0
27,10,0,40,0
33,10,0,70,0
24,9,0,40,0
47,10,0,40,0
48,6,0,40,0
28,9,0,50,0
33,13,0,40,1
44,13,0,40,1
33,11,0,56,0
26,10,0,25,0
22,11,0,40,0
34,10,0,55,1
31,10,0,45,0
73,9,0,15,0
38,11,0,40,0
51,10,0,40,1
36,10,0,40,0
29,10,7688,54,1
64,9,0,15,1
24,10,0,55,0
21,10,0,20,0
28,10,0,60,1
18,7,0,25,0
41,9,0,50,0
17,5,0,16,0
58,16,0,50,1
50,13,0,8,0
30,7,0,40,0
47,9,0,40,0
24,10,0,20,0
50,10,0,40,0
29,14,0,55,0
31,16,0,40,1
40,9,0,70,1
31,10,0,60,0
53,5,0,40,0
33,9,0,40,0
43,13,0,40,0
56,10,7688,50,1
38,13,0,50,1
18,7,0,30,0
50,9,0,40,1
78,9,2329,12,0
27,7,0,40,0
19,10,0,25,0
24,13,0,40,0
20,10,0,15,0
25,14,0,35,0
34,13,0,50,1
30,11,0,35,0
37,14,0,40,0
38,9,0,48,1
67,9,0,12,0
35,9,0,30,0
75,9,0,30,0
47,10,0,50,0
23,6,0,40,0
51,9,0,8,0
42,9,0,40,0
32,10,0,32,1
54,9,0,35,0
20,10,0,40,0
39,9,0,40,1
41,9,7688,38,1
35,9,0,40,0
45,13,0,35,1
27,13,0,40,0
61,4,0,30,1
41,9,0,50,0
22,10,0,40,0
55,10,15024,40,1
66,13,0,6,0
25,10,0,40,0
20,10,0,35,0
20,10,0,35,0
67,13,0,16,0
44,10,0,60,1
42,9,0,60,1
29,10,0,40,0
48,10,0,38,1
25,9,0,40,0
31,9,0,99,1
48,13,0,70,1
40,14,0,20,0
26,10,0,40,0
28,9,0,35,0
52,10,0,40,1
41,9,0,40,0
39,13,0,50,0
48,9,0,16,0
19,9,0,30,0
27,10,0,40,0
59,11,0,50,0
19,10,0,40,0
32,9,0,50,0
39,9,0,40,0
33,9,0,40,0
38,9,0,40,0
27,10,0,45,0
23,9,0,45,0
59,11,0,48,0
25,13,0,20,0
37,12,0,68,0
31,9,0,65,0
24,12,0,37,0
53,13,0,38,0
26,10,0,40,0
25,10,0,40,1
59,7,0,40,0
39,9,0,40,0
28,10,0,40,0
22,9,0,40,0
20,9,0,40,0
25,10,0,40,0
27,10,0,50,0
20,9,0,40,0
63,10,0,24,0
43,6,0,25,0
39,10,0,40,0
27,13,0,45,0
17,6,0,5,0
40,15,0,72,0
50,10,0,48,1
23,13,0,35,0
60,9,7298,65,1
30,9,0,40,0
24,9,0,50,0
23,13,0,20,0
24,13,5013,30,0
45,13,0,20,0
58,10,7298,60,1
22,10,0,20,0
41,10,0,40,0
48,4,0,40,1
31,9,0,40,0
33,15,0,50,1
49,13,0,50,0
30,13,7688,50,1
38,9,0,40,0
58,9,0,48,0
58,13,0,50,0
61,9,0,40,0
58,9,7688,40,1
32,11,0,45,1
33,9,0,50,0
28,13,0,50,1
22,10,0,11,0
35,9,0,40,1
59,9,0,55,0
45,15,7688,40,1
50,9,0,40,0
56,8,0,40,0
36,9,0,40,0
18,6,0,30,0
28,10,0,60,0
42,11,0,40,1
60,9,0,40,0
41,10,0,91,0
42,13,7298,45,1
36,9,0,55,1
52,14,0,40,1
42,9,0,40,0
26,10,0,55,1
31,13,0,40,0
47,3,0,40,0
35,10,0,50,0
19,5,0,25,0
59,10,0,80,1
38,13,0,40,1
36,13,0,50,0
35,14,0,55,0
39,9,0,30,0
64,10,0,40,0
17,6,0,25,0
49,10,0,32,0
19,10,0,25,0
36,9,3137,40,0
26,9,0,45,0
27,3,2176,40,0
66,13,20051,40,1
38,4,0,40,0
25,13,0,25,0
19,9,0,40,0
30,12,4787,50,1
22,11,0,40,0
60,10,0,44,1
54,10,0,18,1
46,9,0,37,0
33,10,0,40,0
51,14,0,40,0
43,15,15024,60,1
18,9,0,30,0
60,9,0,25,0
39,9,0,60,0
23,13,3325,40,0
39,12,0,40,0
40,10,0,40,0
48,10,0,65,1
24,9,0,40,0
32,9,0,40,0
31,10,0,60,0
39,9,0,40,0
27,14,0,40,0
45,14,0,38,0
22,9,0,40,0
31,13,0,40,0
63,9,0,40,0
45,13,0,50,1
28,10,0,50,0
23,13,0,40,0
50,9,0,44,1
33,8,0,40,0
22,10,0,40,0
27,13,13550,46,1
29,10,0,40,0
36,9,0,35,0
60,2,0,40,1
46,13,0,50,0
67,14,0,40,0
20,10,0,15,0
23,13,0,55,0
38,9,0,50,0
60,15,0,40,1
20,10,0,35,0
37,10,0,48,0
37,9,0,40,0
58,9,0,40,0
25,13,0,30,0
27,10,0,60,0
33,10,0,55,0
43,10,0,40,0
21,10,0,20,0
45,9,0,40,0
44,3,0,40,0
52,4,0,40,0
53,9,4787,46,1
31,9,0,20,0
18,7,0,15,0
20,9,0,30,0
32,9,0,40,0
48,6,0,40,0
46,9,0,40,0
28,9,0,50,0
27,9,0,40,0
18,10,0,32,0
69,9,9386,12,1
50,14,0,40,1
43,9,0,40,0
